Order_ID,Order_Date,Ship_Date,Category,Product,Quantity,Unit_Price,Discount_Pct,Gross_Sales,Discount_Amount,Net_Sales,Profit,State,Channel,Payment_Method,Order_Status,Customer_Segment
AMZ-2024-00349,2024-01-21,2024-01-22,Beauty,Makeup Kit,4,297.93,25,1191.72,297.93,893.79,153.79,Rajasthan,Amazon Prime,UPI,Delivered,B2B
AMZ-2024-00350,2024-12-13,2024-12-16,Grocery,Quinoa Pack,3,904.28,30,2712.84,813.85,1898.99,415.73,Karnataka,Amazon.in,EMI,Delivered,Prime Member
AMZ-2024-00351,2024-04-11,2024-04-14,Clothing,Sports Shorts,4,1449.08,5,5796.32,289.82,5506.5,639.73,Tamil Nadu,Amazon Prime,UPI,Shipped,B2B
AMZ-2024-00352,2024-08-20,2024-08-21,Grocery,Protein Powder,5,987.77,20,4938.85,987.77,3951.08,670.59,Delhi,Amazon Global,Net Banking,Delivered,B2C
AMZ-2024-00353,2024-02-09,2024-02-14,Home & Kitchen,Air Fryer,1,3787.06,20,3787.06,757.41,3029.65,375.93,Andhra Pradesh,Amazon Prime,Net Banking,Shipped,B2B
AMZ-2024-00354,2024-07-11,2024-07-15,Grocery,Green Tea,5,922.45,15,4612.25,691.84,3920.41,833.2,Uttar Pradesh,Amazon.in,UPI,Delivered,Prime Member
AMZ-2024-00355,2024-10-14,2024-10-16,Sports,Cricket Bat,2,693.55,20,1387.1,277.42,1109.68,241.31,Telangana,Amazon.in,Net Banking,Cancelled,B2B
AMZ-2024-00356,2024-06-23,2024-06-27,Toys,Action Figure,3,2080.02,30,6240.06,1872.02,4368.04,1410.16,Delhi,Amazon Prime,Debit Card,Returned,B2B
AMZ-2024-00357,2024-12-02,2024-12-06,Beauty,Face Serum,2,560.63,10,1121.26,112.13,1009.13,110.34,Kerala,Amazon Prime,Debit Card,Delivered,Prime Member
AMZ-2024-00358,2024-12-07,2024-12-10,Grocery,Quinoa Pack,1,401.37,20,401.37,80.27,321.1,97.25,Karnataka,Amazon Global,Debit Card,Delivered,B2C
AMZ-2024-00359,2024-06-21,2024-06-24,Grocery,Organic Honey,5,744.94,20,3724.7,744.94,2979.76,368.55,Delhi,Amazon Prime,Net Banking,Shipped,B2B
AMZ-2024-00360,2024-01-10,2024-01-15,Clothing,Cotton Saree,3,808.85,20,2426.55,485.31,1941.24,281.77,Haryana,Amazon Business,Cash on Delivery,Delivered,B2C
AMZ-2024-00361,2024-12-16,2024-12-19,Grocery,Protein Powder,5,515.24,5,2576.2,128.81,2447.39,336.81,Haryana,Amazon Prime,Net Banking,Returned,B2C
AMZ-2024-00362,2024-09-05,2024-09-10,Books,Financial Freedom,3,559.74,30,1679.22,503.77,1175.45,208.8,West Bengal,Amazon Prime,EMI,Delivered,B2C
AMZ-2024-00363,2024-02-12,2024-02-15,Home & Kitchen,Non-Stick Pan,2,2376.74,0,4753.48,0.0,4753.48,1496.85,Kerala,Amazon Global,UPI,Delivered,B2B
AMZ-2024-00364,2024-05-01,2024-05-06,Clothing,Sports Shorts,2,1269.65,15,2539.3,380.89,2158.41,693.15,Delhi,Amazon Global,Debit Card,Delivered,Prime Member
AMZ-2024-00365,2024-08-04,2024-08-08,Books,Financial Freedom,2,462.69,0,925.38,0.0,925.38,165.76,Punjab,Amazon Business,Debit Card,Delivered,B2B
AMZ-2024-00366,2024-07-15,2024-07-18,Grocery,Protein Powder,3,808.92,5,2426.76,121.34,2305.42,376.35,Punjab,Amazon Global,EMI,Delivered,Prime Member
AMZ-2024-00367,2024-08-12,2024-08-15,Books,Financial Freedom,4,749.76,30,2999.04,899.71,2099.33,677.16,Andhra Pradesh,Amazon Prime,UPI,Cancelled,B2C
AMZ-2024-00368,2024-10-07,2024-10-10,Grocery,Green Tea,4,158.73,15,634.92,95.24,539.68,135.21,Uttar Pradesh,Amazon.in,UPI,Delivered,Prime Member
AMZ-2024-00369,2024-10-31,2024-11-04,Grocery,Mixed Nuts,1,846.56,30,846.56,253.97,592.59,78.53,Andhra Pradesh,Amazon Global,Net Banking,Delivered,Prime Member
AMZ-2024-00370,2024-01-12,2024-01-17,Home & Kitchen,Non-Stick Pan,2,5715.98,20,11431.96,2286.39,9145.57,1427.82,Punjab,Amazon Business,UPI,Delivered,B2C
AMZ-2024-00371,2024-08-20,2024-08-24,Sports,Cricket Bat,2,3366.8,20,6733.6,1346.72,5386.88,1124.72,Delhi,Amazon Business,EMI,Shipped,B2C
AMZ-2024-00372,2024-05-28,2024-05-31,Sports,Dumbbells Set,4,2944.88,30,11779.52,3533.86,8245.66,1125.41,Tamil Nadu,Amazon Prime,Credit Card,Returned,Prime Member
AMZ-2024-00373,2024-01-31,2024-02-01,Grocery,Organic Honey,1,636.48,0,636.48,0.0,636.48,78.81,Rajasthan,Amazon Business,Net Banking,Returned,Prime Member
AMZ-2024-00374,2024-06-22,2024-06-26,Electronics,Wireless Earbuds,3,2769.44,5,8308.32,415.42,7892.9,1783.3,Karnataka,Amazon.in,Debit Card,Delivered,B2C
AMZ-2024-00375,2024-05-15,2024-05-20,Sports,Yoga Mat,3,2704.64,20,8113.92,1622.78,6491.14,1995.36,Rajasthan,Amazon Prime,Credit Card,Returned,Prime Member
AMZ-2024-00376,2024-02-29,2024-03-04,Grocery,Mixed Nuts,5,333.2,25,1666.0,416.5,1249.5,270.87,Maharashtra,Amazon Prime,Debit Card,Delivered,B2B
AMZ-2024-00377,2024-01-03,2024-01-08,Grocery,Organic Honey,2,900.81,20,1801.62,360.32,1441.3,220.66,Andhra Pradesh,Amazon Business,Net Banking,Delivered,B2C
AMZ-2024-00378,2024-12-28,2025-01-01,Grocery,Organic Honey,3,237.4,0,712.2,0.0,712.2,153.16,Uttar Pradesh,Amazon Global,Cash on Delivery,Delivered,B2B
AMZ-2024-00379,2024-02-06,2024-02-11,Electronics,Power Bank,3,4762.38,30,14287.14,4286.14,10001.0,1138.95,Kerala,Amazon Prime,UPI,Delivered,B2B
AMZ-2024-00380,2024-06-07,2024-06-12,Home & Kitchen,Electric Kettle,4,1641.82,15,6567.28,985.09,5582.19,1676.19,Karnataka,Amazon Global,EMI,Delivered,B2B
AMZ-2024-00381,2024-09-19,2024-09-22,Books,Financial Freedom,4,452.84,15,1811.36,271.7,1539.66,189.74,Uttar Pradesh,Amazon Business,EMI,Delivered,B2B
AMZ-2024-00382,2024-10-09,2024-10-10,Clothing,Formal Trousers,4,1841.25,10,7365.0,736.5,6628.5,1604.98,Maharashtra,Amazon.in,Cash on Delivery,Delivered,B2B
AMZ-2024-00383,2024-02-12,2024-02-16,Clothing,Sports Shorts,5,903.28,30,4516.4,1354.92,3161.48,626.73,Madhya Pradesh,Amazon Global,Debit Card,Delivered,Prime Member
AMZ-2024-00384,2024-01-03,2024-01-07,Grocery,Quinoa Pack,3,705.07,15,2115.21,317.28,1797.93,419.99,Delhi,Amazon.in,Credit Card,Delivered,B2B
AMZ-2024-00385,2024-02-27,2024-02-28,Toys,Action Figure,4,2069.21,5,8276.84,413.84,7863.0,813.58,Madhya Pradesh,Amazon Business,UPI,Shipped,B2B
AMZ-2024-00386,2024-12-25,2024-12-29,Home & Kitchen,Vacuum Cleaner,2,5655.07,5,11310.14,565.51,10744.63,3498.49,Uttar Pradesh,Amazon Prime,UPI,Delivered,Prime Member
AMZ-2024-00387,2024-10-10,2024-10-13,Books,Python Programming,3,203.72,25,611.16,152.79,458.37,112.15,Maharashtra,Amazon Prime,Net Banking,Delivered,Prime Member
AMZ-2024-00388,2024-12-23,2024-12-27,Grocery,Mixed Nuts,1,544.31,25,544.31,136.08,408.23,76.21,Maharashtra,Amazon Business,Debit Card,Shipped,B2B
AMZ-2024-00389,2024-08-01,2024-08-04,Beauty,Makeup Kit,2,1114.52,25,2229.04,557.26,1671.78,464.5,Andhra Pradesh,Amazon Prime,Credit Card,Shipped,B2B
AMZ-2024-00390,2024-07-02,2024-07-05,Clothing,Cotton Saree,4,638.12,0,2552.48,0.0,2552.48,892.9,Rajasthan,Amazon Business,Credit Card,Delivered,B2C
AMZ-2024-00391,2024-12-19,2024-12-24,Beauty,Makeup Kit,1,628.58,10,628.58,62.86,565.72,183.34,Kerala,Amazon.in,EMI,Delivered,B2B
AMZ-2024-00392,2024-03-21,2024-03-24,Grocery,Organic Honey,1,205.25,5,205.25,10.26,194.99,63.91,Madhya Pradesh,Amazon Prime,Cash on Delivery,Delivered,Prime Member
AMZ-2024-00393,2024-03-28,2024-03-29,Clothing,Women's Kurti,3,533.21,10,1599.63,159.96,1439.67,247.18,Gujarat,Amazon Global,EMI,Delivered,B2B
AMZ-2024-00394,2024-08-14,2024-08-16,Books,Python Programming,5,447.05,10,2235.25,223.53,2011.72,675.81,Andhra Pradesh,Amazon.in,EMI,Delivered,B2C
AMZ-2024-00395,2024-12-04,2024-12-09,Beauty,Hair Dryer,4,1014.98,25,4059.92,1014.98,3044.94,1050.54,Gujarat,Amazon Prime,Net Banking,Cancelled,Prime Member
AMZ-2024-00396,2024-12-23,2024-12-26,Beauty,Hair Dryer,1,1018.24,20,1018.24,203.65,814.59,214.24,Andhra Pradesh,Amazon Prime,Credit Card,Cancelled,B2C
AMZ-2024-00397,2024-01-12,2024-01-13,Electronics,Mechanical Keyboard,4,3761.94,30,15047.76,4514.33,10533.43,2727.33,Andhra Pradesh,Amazon Global,Credit Card,Cancelled,Prime Member
AMZ-2024-00398,2024-08-20,2024-08-23,Toys,Action Figure,1,2369.95,20,2369.95,473.99,1895.96,538.86,Tamil Nadu,Amazon Business,Debit Card,Cancelled,B2B
AMZ-2024-00399,2024-02-17,2024-02-18,Home & Kitchen,Vacuum Cleaner,4,2697.22,30,10788.88,3236.66,7552.22,1533.2,West Bengal,Amazon Business,Net Banking,Shipped,B2B
AMZ-2024-00400,2024-08-01,2024-08-03,Clothing,Formal Trousers,5,1249.25,15,6246.25,936.94,5309.31,1502.16,Karnataka,Amazon Business,Net Banking,Delivered,B2C
AMZ-2024-00401,2024-01-21,2024-01-26,Clothing,Cotton Saree,2,354.43,10,708.86,70.89,637.97,154.99,Karnataka,Amazon.in,Debit Card,Cancelled,B2B
AMZ-2024-00402,2024-03-03,2024-03-08,Sports,Dumbbells Set,4,3299.99,25,13199.96,3299.99,9899.97,2199.76,Rajasthan,Amazon.in,UPI,Delivered,B2B
AMZ-2024-00403,2024-03-17,2024-03-20,Sports,Running Shoes,4,2256.99,15,9027.96,1354.19,7673.77,2047.4,Delhi,Amazon Prime,Net Banking,Shipped,B2B
AMZ-2024-00404,2024-11-26,2024-11-27,Beauty,Moisturizer Cream,1,1103.73,25,1103.73,275.93,827.8,146.7,Punjab,Amazon.in,Credit Card,Delivered,Prime Member
AMZ-2024-00405,2024-09-30,2024-10-05,Books,Financial Freedom,5,306.85,20,1534.25,306.85,1227.4,259.05,Rajasthan,Amazon Prime,Cash on Delivery,Delivered,B2B
AMZ-2024-00406,2024-02-15,2024-02-17,Electronics,Mechanical Keyboard,4,1311.29,5,5245.16,262.26,4982.9,816.64,Gujarat,Amazon Prime,EMI,Delivered,B2C
AMZ-2024-00407,2024-11-01,2024-11-06,Beauty,Sunscreen SPF50,1,497.21,0,497.21,0.0,497.21,74.9,Tamil Nadu,Amazon Prime,Cash on Delivery,Delivered,B2C
AMZ-2024-00408,2024-10-11,2024-10-13,Sports,Yoga Mat,3,1085.28,25,3255.84,813.96,2441.88,306.16,Gujarat,Amazon Prime,Net Banking,Delivered,Prime Member
AMZ-2024-00409,2024-11-30,2024-12-02,Books,Python Programming,3,770.57,30,2311.71,693.51,1618.2,412.94,Maharashtra,Amazon.in,Net Banking,Cancelled,Prime Member
AMZ-2024-00410,2024-03-03,2024-03-05,Sports,Cricket Bat,4,1235.13,0,4940.52,0.0,4940.52,982.3,Madhya Pradesh,Amazon Global,Net Banking,Shipped,Prime Member
AMZ-2024-00411,2024-01-02,2024-01-07,Beauty,Hair Dryer,3,433.34,25,1300.02,325.0,975.02,130.1,Uttar Pradesh,Amazon.in,UPI,Delivered,B2B
AMZ-2024-00412,2024-11-03,2024-11-06,Grocery,Green Tea,5,210.07,30,1050.35,315.1,735.25,142.71,West Bengal,Amazon Business,EMI,Delivered,B2C
AMZ-2024-00413,2024-04-23,2024-04-25,Grocery,Protein Powder,2,651.1,10,1302.2,130.22,1171.98,354.06,Uttar Pradesh,Amazon Global,UPI,Cancelled,B2B
AMZ-2024-00414,2024-10-16,2024-10-18,Books,Data Science Handbook,2,365.41,25,730.82,182.71,548.11,148.32,Delhi,Amazon Business,EMI,Delivered,B2C
AMZ-2024-00415,2024-08-20,2024-08-21,Sports,Running Shoes,2,421.82,25,843.64,210.91,632.73,151.87,West Bengal,Amazon.in,Debit Card,Delivered,B2B
AMZ-2024-00416,2024-06-20,2024-06-21,Sports,Yoga Mat,5,1056.33,0,5281.65,0.0,5281.65,1045.58,Kerala,Amazon.in,EMI,Shipped,Prime Member
AMZ-2024-00417,2024-05-06,2024-05-07,Toys,LEGO Set,2,351.85,10,703.7,70.37,633.33,196.41,Uttar Pradesh,Amazon Business,Debit Card,Delivered,B2B
AMZ-2024-00418,2024-03-06,2024-03-07,Books,Data Science Handbook,5,546.36,30,2731.8,819.54,1912.26,522.7,Andhra Pradesh,Amazon Prime,UPI,Cancelled,Prime Member
AMZ-2024-00419,2024-08-20,2024-08-24,Toys,LEGO Set,1,811.85,25,811.85,202.96,608.89,155.88,Uttar Pradesh,Amazon Prime,Cash on Delivery,Delivered,B2B
AMZ-2024-00420,2024-06-30,2024-07-04,Electronics,Power Bank,5,1975.87,25,9879.35,2469.84,7409.51,1683.62,Uttar Pradesh,Amazon Prime,Credit Card,Shipped,B2C
AMZ-2024-00421,2024-05-29,2024-06-01,Electronics,Wireless Earbuds,2,1901.5,10,3803.0,380.3,3422.7,858.52,Maharashtra,Amazon Business,UPI,Shipped,Prime Member
AMZ-2024-00422,2024-10-23,2024-10-28,Electronics,Webcam HD,3,1378.33,20,4134.99,827.0,3307.99,903.42,Rajasthan,Amazon Global,Net Banking,Returned,B2C
AMZ-2024-00423,2024-07-11,2024-07-13,Clothing,Sports Shorts,1,1862.92,30,1862.92,558.88,1304.04,238.48,West Bengal,Amazon Business,UPI,Returned,B2C
AMZ-2024-00424,2024-05-14,2024-05-16,Clothing,Formal Trousers,1,541.08,10,541.08,54.11,486.97,69.9,Rajasthan,Amazon Business,Credit Card,Shipped,B2C
AMZ-2024-00425,2024-07-09,2024-07-11,Home & Kitchen,Water Purifier,3,4934.7,5,14804.1,740.21,14063.89,2706.04,Telangana,Amazon Prime,EMI,Delivered,B2C
AMZ-2024-00426,2024-05-30,2024-06-01,Home & Kitchen,Electric Kettle,2,2994.23,5,5988.46,299.42,5689.04,1784.13,Rajasthan,Amazon Business,UPI,Cancelled,B2C
AMZ-2024-00427,2024-06-13,2024-06-16,Grocery,Mixed Nuts,1,435.84,20,435.84,87.17,348.67,75.34,Telangana,Amazon Prime,EMI,Delivered,B2B
AMZ-2024-00428,2024-10-19,2024-10-21,Sports,Running Shoes,4,3167.89,15,12671.56,1900.73,10770.83,3470.12,Haryana,Amazon Global,Debit Card,Delivered,B2C
AMZ-2024-00429,2024-07-14,2024-07-15,Clothing,Formal Trousers,4,690.3,15,2761.2,414.18,2347.02,420.72,Karnataka,Amazon Prime,Credit Card,Cancelled,Prime Member
AMZ-2024-00430,2024-04-10,2024-04-13,Clothing,Formal Trousers,1,1152.0,20,1152.0,230.4,921.6,138.31,Gujarat,Amazon Global,EMI,Cancelled,B2C
AMZ-2024-00431,2024-11-30,2024-12-05,Home & Kitchen,Water Purifier,5,2515.63,25,12578.15,3144.54,9433.61,971.4,Andhra Pradesh,Amazon Business,Net Banking,Shipped,B2C
AMZ-2024-00432,2024-08-01,2024-08-03,Books,Financial Freedom,2,632.51,30,1265.02,379.51,885.51,297.07,Uttar Pradesh,Amazon Prime,Cash on Delivery,Delivered,B2B
AMZ-2024-00433,2024-10-02,2024-10-05,Home & Kitchen,Bedsheet Set,2,3797.72,30,7595.44,2278.63,5316.81,1566.66,Rajasthan,Amazon.in,Cash on Delivery,Delivered,B2C
AMZ-2024-00434,2024-06-17,2024-06-22,Home & Kitchen,Non-Stick Pan,5,4489.16,5,22445.8,1122.29,21323.51,4663.33,Uttar Pradesh,Amazon Global,UPI,Delivered,B2C
AMZ-2024-00435,2024-01-06,2024-01-08,Home & Kitchen,Air Fryer,5,1043.74,0,5218.7,0.0,5218.7,1002.84,Rajasthan,Amazon Prime,Net Banking,Delivered,B2C
AMZ-2024-00436,2024-10-21,2024-10-24,Home & Kitchen,Bedsheet Set,4,6711.62,15,26846.48,4026.97,22819.51,3187.78,Kerala,Amazon Business,Cash on Delivery,Delivered,B2B
AMZ-2024-00437,2024-05-27,2024-05-31,Books,Data Science Handbook,2,347.1,0,694.2,0.0,694.2,197.38,Rajasthan,Amazon Global,Net Banking,Delivered,B2B
AMZ-2024-00438,2024-11-17,2024-11-22,Books,Python Programming,5,309.07,30,1545.35,463.61,1081.74,150.88,Gujarat,Amazon.in,EMI,Shipped,B2B
AMZ-2024-00439,2024-11-23,2024-11-27,Toys,Action Figure,1,855.09,15,855.09,128.26,726.83,77.54,West Bengal,Amazon Global,EMI,Delivered,B2C
AMZ-2024-00440,2024-03-12,2024-03-16,Toys,LEGO Set,1,480.61,25,480.61,120.15,360.46,121.66,Haryana,Amazon Global,Credit Card,Delivered,B2C
AMZ-2024-00441,2024-12-11,2024-12-16,Clothing,Women's Kurti,3,1559.46,25,4678.38,1169.6,3508.78,381.09,Tamil Nadu,Amazon Prime,EMI,Delivered,Prime Member
AMZ-2024-00442,2024-01-08,2024-01-11,Clothing,Sports Shorts,3,1315.95,0,3947.85,0.0,3947.85,810.97,Haryana,Amazon Business,EMI,Delivered,B2C
AMZ-2024-00443,2024-03-02,2024-03-04,Clothing,Denim Jeans,2,373.82,15,747.64,112.15,635.49,212.72,Tamil Nadu,Amazon.in,Debit Card,Returned,B2C
AMZ-2024-00444,2024-11-02,2024-11-06,Electronics,Webcam HD,3,552.92,15,1658.76,248.81,1409.95,247.28,Delhi,Amazon Business,Debit Card,Delivered,Prime Member
AMZ-2024-00445,2024-09-18,2024-09-20,Beauty,Makeup Kit,2,799.88,20,1599.76,319.95,1279.81,271.61,Telangana,Amazon.in,Credit Card,Delivered,Prime Member
AMZ-2024-00446,2024-11-02,2024-11-06,Clothing,Formal Trousers,2,1586.32,0,3172.64,0.0,3172.64,506.09,Madhya Pradesh,Amazon Global,Credit Card,Cancelled,B2B
AMZ-2024-00447,2024-04-23,2024-04-28,Electronics,Webcam HD,3,3876.48,30,11629.44,3488.83,8140.61,2212.92,Haryana,Amazon Prime,Cash on Delivery,Returned,B2C
AMZ-2024-00448,2024-04-14,2024-04-16,Grocery,Organic Honey,1,632.37,30,632.37,189.71,442.66,132.27,Telangana,Amazon.in,Net Banking,Delivered,B2B
AMZ-2024-00449,2024-07-03,2024-07-07,Home & Kitchen,Vacuum Cleaner,2,2192.4,0,4384.8,0.0,4384.8,1480.98,West Bengal,Amazon Business,Net Banking,Delivered,B2B
AMZ-2024-00450,2024-06-05,2024-06-09,Toys,Remote Car,4,635.16,10,2540.64,254.06,2286.58,446.14,Gujarat,Amazon Prime,Cash on Delivery,Delivered,B2C
AMZ-2024-00451,2024-07-10,2024-07-14,Beauty,Sunscreen SPF50,4,654.25,15,2617.0,392.55,2224.45,762.15,Uttar Pradesh,Amazon Global,EMI,Delivered,B2B
AMZ-2024-00452,2024-12-22,2024-12-23,Electronics,Smart Watch,4,4693.58,25,18774.32,4693.58,14080.74,3831.68,Punjab,Amazon Prime,Net Banking,Shipped,B2C
AMZ-2024-00453,2024-12-05,2024-12-07,Grocery,Organic Honey,3,327.86,20,983.58,196.72,786.86,192.45,Maharashtra,Amazon.in,UPI,Delivered,B2B
AMZ-2024-00454,2024-02-15,2024-02-16,Clothing,Winter Jacket,2,580.9,25,1161.8,290.45,871.35,176.8,Punjab,Amazon Global,Credit Card,Cancelled,Prime Member
AMZ-2024-00455,2024-07-10,2024-07-12,Books,Financial Freedom,3,257.12,15,771.36,115.7,655.66,93.54,Madhya Pradesh,Amazon Business,Credit Card,Delivered,B2C
AMZ-2024-00456,2024-02-25,2024-02-27,Clothing,Sports Shorts,5,614.58,25,3072.9,768.23,2304.67,756.49,Delhi,Amazon Global,UPI,Delivered,B2C
AMZ-2024-00457,2024-02-19,2024-02-21,Sports,Yoga Mat,3,378.95,30,1136.85,341.06,795.79,276.06,Telangana,Amazon.in,Net Banking,Cancelled,B2B
AMZ-2024-00458,2024-06-18,2024-06-19,Grocery,Protein Powder,5,439.59,0,2197.95,0.0,2197.95,755.71,Maharashtra,Amazon Prime,EMI,Delivered,Prime Member
AMZ-2024-00459,2024-04-06,2024-04-07,Home & Kitchen,Air Fryer,5,6685.8,20,33429.0,6685.8,26743.2,5436.4,Punjab,Amazon Global,UPI,Returned,B2C
AMZ-2024-00460,2024-02-21,2024-02-25,Beauty,Makeup Kit,2,1406.5,30,2813.0,843.9,1969.1,541.26,Gujarat,Amazon Business,EMI,Delivered,Prime Member
AMZ-2024-00461,2024-05-04,2024-05-06,Electronics,Bluetooth Speaker,4,4084.69,25,16338.76,4084.69,12254.07,2881.75,Karnataka,Amazon.in,UPI,Delivered,Prime Member
AMZ-2024-00462,2024-09-08,2024-09-09,Electronics,Bluetooth Speaker,3,4560.92,20,13682.76,2736.55,10946.21,2828.36,Andhra Pradesh,Amazon Global,Credit Card,Delivered,Prime Member
AMZ-2024-00463,2024-04-06,2024-04-07,Beauty,Makeup Kit,4,498.78,10,1995.12,199.51,1795.61,512.01,Kerala,Amazon Global,Credit Card,Returned,B2B
AMZ-2024-00464,2024-04-23,2024-04-24,Electronics,Laptop Stand,1,3154.27,25,3154.27,788.57,2365.7,592.38,West Bengal,Amazon.in,Cash on Delivery,Delivered,B2B
AMZ-2024-00465,2024-09-14,2024-09-15,Home & Kitchen,Water Purifier,3,3516.02,20,10548.06,2109.61,8438.45,1519.21,Gujarat,Amazon Prime,EMI,Shipped,B2B
AMZ-2024-00466,2024-09-06,2024-09-10,Sports,Cricket Bat,4,3020.42,30,12081.68,3624.5,8457.18,2486.49,Gujarat,Amazon Business,UPI,Delivered,B2B
AMZ-2024-00467,2024-10-24,2024-10-25,Toys,Puzzle 1000pc,3,2182.75,5,6548.25,327.41,6220.84,1125.07,Haryana,Amazon Global,Net Banking,Delivered,Prime Member
AMZ-2024-00468,2024-03-16,2024-03-20,Home & Kitchen,Dinner Set,4,1995.07,25,7980.28,1995.07,5985.21,1773.87,West Bengal,Amazon Business,UPI,Delivered,B2B
AMZ-2024-00469,2024-12-18,2024-12-23,Grocery,Mixed Nuts,1,205.92,15,205.92,30.89,175.03,38.88,Karnataka,Amazon Prime,EMI,Delivered,B2B
AMZ-2024-00470,2024-12-21,2024-12-22,Toys,Board Game,4,349.66,20,1398.64,279.73,1118.91,246.02,Andhra Pradesh,Amazon Business,Net Banking,Delivered,Prime Member
AMZ-2024-00471,2024-09-28,2024-10-02,Toys,Board Game,5,1840.63,30,9203.15,2760.95,6442.2,1508.15,Delhi,Amazon.in,Credit Card,Delivered,B2C
AMZ-2024-00472,2024-09-16,2024-09-19,Home & Kitchen,Air Fryer,5,849.52,0,4247.6,0.0,4247.6,1465.35,Rajasthan,Amazon Business,Net Banking,Delivered,B2C
AMZ-2024-00473,2024-04-17,2024-04-18,Sports,Yoga Mat,5,1893.89,20,9469.45,1893.89,7575.56,1776.87,Punjab,Amazon.in,Credit Card,Delivered,B2C
AMZ-2024-00474,2024-03-24,2024-03-28,Home & Kitchen,Non-Stick Pan,2,1981.66,15,3963.32,594.5,3368.82,884.12,Uttar Pradesh,Amazon.in,Debit Card,Delivered,Prime Member
AMZ-2024-00475,2024-03-19,2024-03-22,Home & Kitchen,Bedsheet Set,2,6969.3,20,13938.6,2787.72,11150.88,1572.39,Andhra Pradesh,Amazon Prime,Net Banking,Delivered,Prime Member
AMZ-2024-00476,2024-05-20,2024-05-21,Books,Data Science Handbook,3,238.58,30,715.74,214.72,501.02,150.07,Delhi,Amazon Prime,Credit Card,Delivered,B2C
AMZ-2024-00477,2024-01-25,2024-01-27,Clothing,Women's Kurti,5,820.13,20,4100.65,820.13,3280.52,409.3,Rajasthan,Amazon Prime,Credit Card,Returned,Prime Member
AMZ-2024-00478,2024-07-08,2024-07-10,Toys,Puzzle 1000pc,5,1916.93,25,9584.65,2396.16,7188.49,1867.56,Punjab,Amazon Prime,EMI,Delivered,B2C
AMZ-2024-00479,2024-06-09,2024-06-10,Grocery,Protein Powder,4,871.13,10,3484.52,348.45,3136.07,632.32,Punjab,Amazon.in,UPI,Shipped,B2C
AMZ-2024-00480,2024-09-20,2024-09-25,Home & Kitchen,Bedsheet Set,1,6548.37,5,6548.37,327.42,6220.95,1368.07,Madhya Pradesh,Amazon.in,Net Banking,Delivered,Prime Member
AMZ-2024-00481,2024-08-17,2024-08-19,Books,Data Science Handbook,4,642.39,20,2569.56,513.91,2055.65,227.33,Punjab,Amazon Business,Credit Card,Delivered,B2B
AMZ-2024-00482,2024-05-28,2024-05-31,Home & Kitchen,Bedsheet Set,3,3025.21,30,9075.63,2722.69,6352.94,1997.69,Uttar Pradesh,Amazon Global,Debit Card,Shipped,B2C
AMZ-2024-00483,2024-06-17,2024-06-20,Toys,Remote Car,3,2165.37,0,6496.11,0.0,6496.11,1649.25,Rajasthan,Amazon.in,UPI,Returned,Prime Member
AMZ-2024-00484,2024-04-25,2024-04-29,Home & Kitchen,Dinner Set,3,1863.28,30,5589.84,1676.95,3912.89,1033.62,West Bengal,Amazon Global,Debit Card,Returned,B2B
AMZ-2024-00485,2024-05-25,2024-05-26,Home & Kitchen,Bedsheet Set,3,5970.89,5,17912.67,895.63,17017.04,2172.5,Karnataka,Amazon Prime,Net Banking,Returned,B2C
AMZ-2024-00486,2024-07-23,2024-07-28,Home & Kitchen,Vacuum Cleaner,2,6889.74,30,13779.48,4133.84,9645.64,2807.83,Madhya Pradesh,Amazon Prime,Credit Card,Delivered,B2C
AMZ-2024-00487,2024-09-05,2024-09-06,Electronics,Bluetooth Speaker,2,2047.54,15,4095.08,614.26,3480.82,599.98,Andhra Pradesh,Amazon Prime,Credit Card,Delivered,Prime Member
AMZ-2024-00488,2024-11-08,2024-11-10,Home & Kitchen,Electric Kettle,3,6962.25,25,20886.75,5221.69,15665.06,4427.17,Tamil Nadu,Amazon Business,Credit Card,Delivered,B2C
AMZ-2024-00489,2024-04-23,2024-04-26,Toys,LEGO Set,3,1195.05,25,3585.15,896.29,2688.86,927.74,West Bengal,Amazon Prime,UPI,Delivered,Prime Member
AMZ-2024-00490,2024-05-26,2024-05-30,Electronics,Laptop Stand,1,1710.61,25,1710.61,427.65,1282.96,231.46,Gujarat,Amazon.in,Net Banking,Delivered,B2B
AMZ-2024-00491,2024-11-05,2024-11-08,Grocery,Protein Powder,3,424.25,30,1272.75,381.82,890.93,220.26,Tamil Nadu,Amazon Global,Credit Card,Delivered,B2C
AMZ-2024-00492,2024-06-03,2024-06-07,Clothing,Women's Kurti,5,1296.15,20,6480.75,1296.15,5184.6,1320.79,Andhra Pradesh,Amazon Business,Cash on Delivery,Delivered,B2C
AMZ-2024-00493,2024-08-11,2024-08-12,Home & Kitchen,Electric Kettle,4,6212.28,25,24849.12,6212.28,18636.84,2410.81,Uttar Pradesh,Amazon Prime,Cash on Delivery,Delivered,B2C
AMZ-2024-00494,2024-03-25,2024-03-29,Sports,Cricket Bat,2,948.1,20,1896.2,379.24,1516.96,520.14,Andhra Pradesh,Amazon Prime,Cash on Delivery,Delivered,B2B
